"ID","LABEL","key","props_json"
"Pipeline|ASD_privacy_walkthrough","Pipeline","ASD_privacy_walkthrough","{""key"": ""ASD_privacy_walkthrough"", ""name"": ""ASD_privacy_walkthrough""}"
"DataRecordArtifact|D6_EnrichedEpisodeData::record::1","DataRecordArtifact","D6_EnrichedEpisodeData::record::1","{""key"": ""D6_EnrichedEpisodeData::record::1"", ""record_id"": ""1"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""artifact_kind"": ""DataRecordArtifact"", ""privacy_categories"": [], ""privacy_categories_explicit"": [], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""CL"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::Id","DataCellArtifact","D6_EnrichedEpisodeData::record::1::cell::Id","{""key"": ""D6_EnrichedEpisodeData::record::1::cell::Id"", ""record_id"": ""1"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""Id"", ""value"": ""C001"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""direct_identifier"", ""identifier""], ""privacy_categories_explicit"": [""direct_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""CL"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::window_start","DataCellArtifact","D6_EnrichedEpisodeData::record::1::cell::window_start","{""key"": ""D6_EnrichedEpisodeData::record::1::cell::window_start"", ""record_id"": ""1"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""window_start"", ""value"": ""09:00:30"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""temporal_quasi_identifier"", ""quasi_identifier""], ""privacy_categories_explicit"": [""temporal_quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::HR_res","DataCellArtifact","D6_EnrichedEpisodeData::record::1::cell::HR_res","{""key"": ""D6_EnrichedEpisodeData::record::1::cell::HR_res"", ""record_id"": ""1"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""HR_res"", ""value"": 124.0, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::EDA_res","DataCellArtifact","D6_EnrichedEpisodeData::record::1::cell::EDA_res","{""key"": ""D6_EnrichedEpisodeData::record::1::cell::EDA_res"", ""record_id"": ""1"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""EDA_res"", ""value"": 4.1, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::ACC_res","DataCellArtifact","D6_EnrichedEpisodeData::record::1::cell::ACC_res","{""key"": ""D6_EnrichedEpisodeData::record::1::cell::ACC_res"", ""record_id"": ""1"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""ACC_res"", ""value"": 0.7, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""behavioural_sensor_data""], ""privacy_categories_explicit"": [""behavioural_sensor_data""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::chall_behav","DataCellArtifact","D6_EnrichedEpisodeData::record::1::cell::chall_behav","{""key"": ""D6_EnrichedEpisodeData::record::1::cell::chall_behav"", ""record_id"": ""1"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""chall_behav"", ""value"": ""no"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::sev","DataCellArtifact","D6_EnrichedEpisodeData::record::1::cell::sev","{""key"": ""D6_EnrichedEpisodeData::record::1::cell::sev"", ""record_id"": ""1"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""sev"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::age_grp","DataCellArtifact","D6_EnrichedEpisodeData::record::1::cell::age_grp","{""key"": ""D6_EnrichedEpisodeData::record::1::cell::age_grp"", ""record_id"": ""1"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""age_grp"", ""value"": ""6-8"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::sex","DataCellArtifact","D6_EnrichedEpisodeData::record::1::cell::sex","{""key"": ""D6_EnrichedEpisodeData::record::1::cell::sex"", ""record_id"": ""1"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""sex"", ""value"": ""M"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::clinic_site","DataCellArtifact","D6_EnrichedEpisodeData::record::1::cell::clinic_site","{""key"": ""D6_EnrichedEpisodeData::record::1::cell::clinic_site"", ""record_id"": ""1"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""clinic_site"", ""value"": ""SiteA"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier"", ""organisational_context""], ""privacy_categories_explicit"": [""quasi_identifier"", ""organisational_context""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::1::cell::diag","DataCellArtifact","D6_EnrichedEpisodeData::record::1::cell::diag","{""key"": ""D6_EnrichedEpisodeData::record::1::cell::diag"", ""record_id"": ""1"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""diag"", ""value"": ""ASD"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""sensitive_personal_data""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataRecordArtifact|D6_EnrichedEpisodeData::record::2","DataRecordArtifact","D6_EnrichedEpisodeData::record::2","{""key"": ""D6_EnrichedEpisodeData::record::2"", ""record_id"": ""2"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""artifact_kind"": ""DataRecordArtifact"", ""privacy_categories"": [], ""privacy_categories_explicit"": [], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""CL"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::Id","DataCellArtifact","D6_EnrichedEpisodeData::record::2::cell::Id","{""key"": ""D6_EnrichedEpisodeData::record::2::cell::Id"", ""record_id"": ""2"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""Id"", ""value"": ""C002"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""direct_identifier"", ""identifier""], ""privacy_categories_explicit"": [""direct_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""CL"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::window_start","DataCellArtifact","D6_EnrichedEpisodeData::record::2::cell::window_start","{""key"": ""D6_EnrichedEpisodeData::record::2::cell::window_start"", ""record_id"": ""2"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""window_start"", ""value"": ""09:00:00"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""temporal_quasi_identifier"", ""quasi_identifier""], ""privacy_categories_explicit"": [""temporal_quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::HR_res","DataCellArtifact","D6_EnrichedEpisodeData::record::2::cell::HR_res","{""key"": ""D6_EnrichedEpisodeData::record::2::cell::HR_res"", ""record_id"": ""2"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""HR_res"", ""value"": 86.0, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::EDA_res","DataCellArtifact","D6_EnrichedEpisodeData::record::2::cell::EDA_res","{""key"": ""D6_EnrichedEpisodeData::record::2::cell::EDA_res"", ""record_id"": ""2"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""EDA_res"", ""value"": 1.3, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""biometric"", ""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""biometric"", ""health""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::ACC_res","DataCellArtifact","D6_EnrichedEpisodeData::record::2::cell::ACC_res","{""key"": ""D6_EnrichedEpisodeData::record::2::cell::ACC_res"", ""record_id"": ""2"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""ACC_res"", ""value"": 0.34, ""dtype"": ""float64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""behavioural_sensor_data""], ""privacy_categories_explicit"": [""behavioural_sensor_data""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::chall_behav","DataCellArtifact","D6_EnrichedEpisodeData::record::2::cell::chall_behav","{""key"": ""D6_EnrichedEpisodeData::record::2::cell::chall_behav"", ""record_id"": ""2"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""chall_behav"", ""value"": ""no"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::sev","DataCellArtifact","D6_EnrichedEpisodeData::record::2::cell::sev","{""key"": ""D6_EnrichedEpisodeData::record::2::cell::sev"", ""record_id"": ""2"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""sev"", ""value"": 0, ""dtype"": ""int64"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""behavioural_sensitive""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::age_grp","DataCellArtifact","D6_EnrichedEpisodeData::record::2::cell::age_grp","{""key"": ""D6_EnrichedEpisodeData::record::2::cell::age_grp"", ""record_id"": ""2"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""age_grp"", ""value"": ""9-11"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::sex","DataCellArtifact","D6_EnrichedEpisodeData::record::2::cell::sex","{""key"": ""D6_EnrichedEpisodeData::record::2::cell::sex"", ""record_id"": ""2"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""sex"", ""value"": ""F"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier""], ""privacy_categories_explicit"": [""quasi_identifier""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""DS"", ""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::clinic_site","DataCellArtifact","D6_EnrichedEpisodeData::record::2::cell::clinic_site","{""key"": ""D6_EnrichedEpisodeData::record::2::cell::clinic_site"", ""record_id"": ""2"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""clinic_site"", ""value"": ""SiteB"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""quasi_identifier"", ""organisational_context""], ""privacy_categories_explicit"": [""quasi_identifier"", ""organisational_context""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
"DataCellArtifact|D6_EnrichedEpisodeData::record::2::cell::diag","DataCellArtifact","D6_EnrichedEpisodeData::record::2::cell::diag","{""key"": ""D6_EnrichedEpisodeData::record::2::cell::diag"", ""record_id"": ""2"", ""dataset_id"": ""D6_EnrichedEpisodeData"", ""attribute"": ""diag"", ""value"": ""ASD"", ""dtype"": ""str"", ""artifact_kind"": ""DataCellArtifact"", ""privacy_categories"": [""health"", ""sensitive_personal_data""], ""privacy_categories_explicit"": [""health"", ""sensitive_personal_data""], ""privacy_usages"": [""clinical_research""], ""privacy_erasures"": [""delete_on_request"", ""retention_5y""], ""privacy_roles"": [""CL"", ""AU"", ""DPO""], ""privacy_annotation_sources"": [""manual""]}"
