"id","label","pipeline","name","type","privacy_categories","privacy_usages","privacy_erasures","privacy_roles","props_b64"
"D6_EnrichedEpisodeData::record::0::cell::sev","DataCellArtifact","asd","D6_EnrichedEpisodeData::record::0::cell::sev","DataCellArtifact","health|behavioural_sensitive|sensitive_personal_data","clinical_research","delete_on_request|retention_5y","DS|CL|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogInNldiIsICJkYXRhc2V0X2lkIjogIkQ2X0VucmljaGVkRXBpc29kZURhdGEiLCAiZHR5cGUiOiAiaW50NjQiLCAicHJpdmFjeV9hbm5vdGF0aW9uX3NvdXJjZXMiOiBbIm1hbnVhbCJdLCAicHJpdmFjeV9jYXRlZ29yaWVzIjogWyJoZWFsdGgiLCAiYmVoYXZpb3VyYWxfc2Vuc2l0aXZlIiwgInNlbnNpdGl2ZV9wZXJzb25hbF9kYXRhIl0sICJwcml2YWN5X2NhdGVnb3JpZXNfZXhwbGljaXQiOiBbImhlYWx0aCIsICJiZWhhdmlvdXJhbF9zZW5zaXRpdmUiXSwgInByaXZhY3lfZXJhc3VyZXMiOiBbImRlbGV0ZV9vbl9yZXF1ZXN0IiwgInJldGVudGlvbl81eSJdLCAicHJpdmFjeV9yb2xlcyI6IFsiRFMiLCAiQ0wiLCAiQVUiLCAiRFBPIl0sICJwcml2YWN5X3VzYWdlcyI6IFsiY2xpbmljYWxfcmVzZWFyY2giXSwgInJlY29yZF9pZCI6ICIwIiwgInZhbHVlIjogNH0="
"D6_EnrichedEpisodeData::record::0::cell::age_grp","DataCellArtifact","asd","D6_EnrichedEpisodeData::record::0::cell::age_grp","DataCellArtifact","quasi_identifier","clinical_research","delete_on_request|retention_5y","DS|CL|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogImFnZV9ncnAiLCAiZGF0YXNldF9pZCI6ICJENl9FbnJpY2hlZEVwaXNvZGVEYXRhIiwgImR0eXBlIjogInN0ciIsICJwcml2YWN5X2Fubm90YXRpb25fc291cmNlcyI6IFsibWFudWFsIl0sICJwcml2YWN5X2NhdGVnb3JpZXMiOiBbInF1YXNpX2lkZW50aWZpZXIiXSwgInByaXZhY3lfY2F0ZWdvcmllc19leHBsaWNpdCI6IFsicXVhc2lfaWRlbnRpZmllciJdLCAicHJpdmFjeV9lcmFzdXJlcyI6IFsiZGVsZXRlX29uX3JlcXVlc3QiLCAicmV0ZW50aW9uXzV5Il0sICJwcml2YWN5X3JvbGVzIjogWyJEUyIsICJDTCIsICJBVSIsICJEUE8iXSwgInByaXZhY3lfdXNhZ2VzIjogWyJjbGluaWNhbF9yZXNlYXJjaCJdLCAicmVjb3JkX2lkIjogIjAiLCAidmFsdWUiOiAiNi04In0="
"D6_EnrichedEpisodeData::record::0::cell::sex","DataCellArtifact","asd","D6_EnrichedEpisodeData::record::0::cell::sex","DataCellArtifact","quasi_identifier","clinical_research","delete_on_request|retention_5y","DS|CL|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogInNleCIsICJkYXRhc2V0X2lkIjogIkQ2X0VucmljaGVkRXBpc29kZURhdGEiLCAiZHR5cGUiOiAic3RyIiwgInByaXZhY3lfYW5ub3RhdGlvbl9zb3VyY2VzIjogWyJtYW51YWwiXSwgInByaXZhY3lfY2F0ZWdvcmllcyI6IFsicXVhc2lfaWRlbnRpZmllciJdLCAicHJpdmFjeV9jYXRlZ29yaWVzX2V4cGxpY2l0IjogWyJxdWFzaV9pZGVudGlmaWVyIl0sICJwcml2YWN5X2VyYXN1cmVzIjogWyJkZWxldGVfb25fcmVxdWVzdCIsICJyZXRlbnRpb25fNXkiXSwgInByaXZhY3lfcm9sZXMiOiBbIkRTIiwgIkNMIiwgIkFVIiwgIkRQTyJdLCAicHJpdmFjeV91c2FnZXMiOiBbImNsaW5pY2FsX3Jlc2VhcmNoIl0sICJyZWNvcmRfaWQiOiAiMCIsICJ2YWx1ZSI6ICJNIn0="
"D6_EnrichedEpisodeData::record::0::cell::clinic_site","DataCellArtifact","asd","D6_EnrichedEpisodeData::record::0::cell::clinic_site","DataCellArtifact","quasi_identifier|organisational_context","clinical_research","delete_on_request|retention_5y","CL|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogImNsaW5pY19zaXRlIiwgImRhdGFzZXRfaWQiOiAiRDZfRW5yaWNoZWRFcGlzb2RlRGF0YSIsICJkdHlwZSI6ICJzdHIiLCAicHJpdmFjeV9hbm5vdGF0aW9uX3NvdXJjZXMiOiBbIm1hbnVhbCJdLCAicHJpdmFjeV9jYXRlZ29yaWVzIjogWyJxdWFzaV9pZGVudGlmaWVyIiwgIm9yZ2FuaXNhdGlvbmFsX2NvbnRleHQiXSwgInByaXZhY3lfY2F0ZWdvcmllc19leHBsaWNpdCI6IFsicXVhc2lfaWRlbnRpZmllciIsICJvcmdhbmlzYXRpb25hbF9jb250ZXh0Il0sICJwcml2YWN5X2VyYXN1cmVzIjogWyJkZWxldGVfb25fcmVxdWVzdCIsICJyZXRlbnRpb25fNXkiXSwgInByaXZhY3lfcm9sZXMiOiBbIkNMIiwgIkFVIiwgIkRQTyJdLCAicHJpdmFjeV91c2FnZXMiOiBbImNsaW5pY2FsX3Jlc2VhcmNoIl0sICJyZWNvcmRfaWQiOiAiMCIsICJ2YWx1ZSI6ICJTaXRlQSJ9"
"D6_EnrichedEpisodeData::record::0::cell::diag","DataCellArtifact","asd","D6_EnrichedEpisodeData::record::0::cell::diag","DataCellArtifact","health|sensitive_personal_data","clinical_research","delete_on_request|retention_5y","CL|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogImRpYWciLCAiZGF0YXNldF9pZCI6ICJENl9FbnJpY2hlZEVwaXNvZGVEYXRhIiwgImR0eXBlIjogInN0ciIsICJwcml2YWN5X2Fubm90YXRpb25fc291cmNlcyI6IFsibWFudWFsIl0sICJwcml2YWN5X2NhdGVnb3JpZXMiOiBbImhlYWx0aCIsICJzZW5zaXRpdmVfcGVyc29uYWxfZGF0YSJdLCAicHJpdmFjeV9jYXRlZ29yaWVzX2V4cGxpY2l0IjogWyJoZWFsdGgiLCAic2Vuc2l0aXZlX3BlcnNvbmFsX2RhdGEiXSwgInByaXZhY3lfZXJhc3VyZXMiOiBbImRlbGV0ZV9vbl9yZXF1ZXN0IiwgInJldGVudGlvbl81eSJdLCAicHJpdmFjeV9yb2xlcyI6IFsiQ0wiLCAiQVUiLCAiRFBPIl0sICJwcml2YWN5X3VzYWdlcyI6IFsiY2xpbmljYWxfcmVzZWFyY2giXSwgInJlY29yZF9pZCI6ICIwIiwgInZhbHVlIjogIkFTRCJ9"
"D6_EnrichedEpisodeData::record::1","DataRecordArtifact","asd","D6_EnrichedEpisodeData::record::1","DataRecordArtifact","","clinical_research","delete_on_request|retention_5y","CL|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFSZWNvcmRBcnRpZmFjdCIsICJkYXRhc2V0X2lkIjogIkQ2X0VucmljaGVkRXBpc29kZURhdGEiLCAicHJpdmFjeV9hbm5vdGF0aW9uX3NvdXJjZXMiOiBbIm1hbnVhbCJdLCAicHJpdmFjeV9jYXRlZ29yaWVzIjogW10sICJwcml2YWN5X2NhdGVnb3JpZXNfZXhwbGljaXQiOiBbXSwgInByaXZhY3lfZXJhc3VyZXMiOiBbImRlbGV0ZV9vbl9yZXF1ZXN0IiwgInJldGVudGlvbl81eSJdLCAicHJpdmFjeV9yb2xlcyI6IFsiQ0wiLCAiRFBPIl0sICJwcml2YWN5X3VzYWdlcyI6IFsiY2xpbmljYWxfcmVzZWFyY2giXSwgInJlY29yZF9pZCI6ICIxIn0="
"D6_EnrichedEpisodeData::record::1::cell::Id","DataCellArtifact","asd","D6_EnrichedEpisodeData::record::1::cell::Id","DataCellArtifact","direct_identifier|identifier","clinical_research","delete_on_request|retention_5y","CL|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogIklkIiwgImRhdGFzZXRfaWQiOiAiRDZfRW5yaWNoZWRFcGlzb2RlRGF0YSIsICJkdHlwZSI6ICJzdHIiLCAicHJpdmFjeV9hbm5vdGF0aW9uX3NvdXJjZXMiOiBbIm1hbnVhbCJdLCAicHJpdmFjeV9jYXRlZ29yaWVzIjogWyJkaXJlY3RfaWRlbnRpZmllciIsICJpZGVudGlmaWVyIl0sICJwcml2YWN5X2NhdGVnb3JpZXNfZXhwbGljaXQiOiBbImRpcmVjdF9pZGVudGlmaWVyIl0sICJwcml2YWN5X2VyYXN1cmVzIjogWyJkZWxldGVfb25fcmVxdWVzdCIsICJyZXRlbnRpb25fNXkiXSwgInByaXZhY3lfcm9sZXMiOiBbIkNMIiwgIkRQTyJdLCAicHJpdmFjeV91c2FnZXMiOiBbImNsaW5pY2FsX3Jlc2VhcmNoIl0sICJyZWNvcmRfaWQiOiAiMSIsICJ2YWx1ZSI6ICJDMDAxIn0="
"D6_EnrichedEpisodeData::record::1::cell::window_start","DataCellArtifact","asd","D6_EnrichedEpisodeData::record::1::cell::window_start","DataCellArtifact","temporal_quasi_identifier|quasi_identifier","clinical_research","delete_on_request|retention_5y","DS|CL|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogIndpbmRvd19zdGFydCIsICJkYXRhc2V0X2lkIjogIkQ2X0VucmljaGVkRXBpc29kZURhdGEiLCAiZHR5cGUiOiAic3RyIiwgInByaXZhY3lfYW5ub3RhdGlvbl9zb3VyY2VzIjogWyJtYW51YWwiXSwgInByaXZhY3lfY2F0ZWdvcmllcyI6IFsidGVtcG9yYWxfcXVhc2lfaWRlbnRpZmllciIsICJxdWFzaV9pZGVudGlmaWVyIl0sICJwcml2YWN5X2NhdGVnb3JpZXNfZXhwbGljaXQiOiBbInRlbXBvcmFsX3F1YXNpX2lkZW50aWZpZXIiXSwgInByaXZhY3lfZXJhc3VyZXMiOiBbImRlbGV0ZV9vbl9yZXF1ZXN0IiwgInJldGVudGlvbl81eSJdLCAicHJpdmFjeV9yb2xlcyI6IFsiRFMiLCAiQ0wiLCAiQVUiLCAiRFBPIl0sICJwcml2YWN5X3VzYWdlcyI6IFsiY2xpbmljYWxfcmVzZWFyY2giXSwgInJlY29yZF9pZCI6ICIxIiwgInZhbHVlIjogIjA5OjAwOjMwIn0="
"D6_EnrichedEpisodeData::record::1::cell::HR_res","DataCellArtifact","asd","D6_EnrichedEpisodeData::record::1::cell::HR_res","DataCellArtifact","biometric|health|sensitive_personal_data","clinical_research","delete_on_request|retention_5y","DS|CL|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogIkhSX3JlcyIsICJkYXRhc2V0X2lkIjogIkQ2X0VucmljaGVkRXBpc29kZURhdGEiLCAiZHR5cGUiOiAiZmxvYXQ2NCIsICJwcml2YWN5X2Fubm90YXRpb25fc291cmNlcyI6IFsibWFudWFsIl0sICJwcml2YWN5X2NhdGVnb3JpZXMiOiBbImJpb21ldHJpYyIsICJoZWFsdGgiLCAic2Vuc2l0aXZlX3BlcnNvbmFsX2RhdGEiXSwgInByaXZhY3lfY2F0ZWdvcmllc19leHBsaWNpdCI6IFsiYmlvbWV0cmljIiwgImhlYWx0aCJdLCAicHJpdmFjeV9lcmFzdXJlcyI6IFsiZGVsZXRlX29uX3JlcXVlc3QiLCAicmV0ZW50aW9uXzV5Il0sICJwcml2YWN5X3JvbGVzIjogWyJEUyIsICJDTCIsICJBVSIsICJEUE8iXSwgInByaXZhY3lfdXNhZ2VzIjogWyJjbGluaWNhbF9yZXNlYXJjaCJdLCAicmVjb3JkX2lkIjogIjEiLCAidmFsdWUiOiAxMjQuMH0="
"D6_EnrichedEpisodeData::record::1::cell::EDA_res","DataCellArtifact","asd","D6_EnrichedEpisodeData::record::1::cell::EDA_res","DataCellArtifact","biometric|health|sensitive_personal_data","clinical_research","delete_on_request|retention_5y","DS|CL|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogIkVEQV9yZXMiLCAiZGF0YXNldF9pZCI6ICJENl9FbnJpY2hlZEVwaXNvZGVEYXRhIiwgImR0eXBlIjogImZsb2F0NjQiLCAicHJpdmFjeV9hbm5vdGF0aW9uX3NvdXJjZXMiOiBbIm1hbnVhbCJdLCAicHJpdmFjeV9jYXRlZ29yaWVzIjogWyJiaW9tZXRyaWMiLCAiaGVhbHRoIiwgInNlbnNpdGl2ZV9wZXJzb25hbF9kYXRhIl0sICJwcml2YWN5X2NhdGVnb3JpZXNfZXhwbGljaXQiOiBbImJpb21ldHJpYyIsICJoZWFsdGgiXSwgInByaXZhY3lfZXJhc3VyZXMiOiBbImRlbGV0ZV9vbl9yZXF1ZXN0IiwgInJldGVudGlvbl81eSJdLCAicHJpdmFjeV9yb2xlcyI6IFsiRFMiLCAiQ0wiLCAiQVUiLCAiRFBPIl0sICJwcml2YWN5X3VzYWdlcyI6IFsiY2xpbmljYWxfcmVzZWFyY2giXSwgInJlY29yZF9pZCI6ICIxIiwgInZhbHVlIjogNC4xfQ=="
