"id","label","pipeline","name","type","privacy_categories","privacy_usages","privacy_erasures","privacy_roles","props_b64"
"D0_GermanRaw::record::0::cell::employment","DataCellArtifact","german","D0_GermanRaw::record::0::cell::employment","DataCellArtifact","employment_sensitive|socio_economic|personal_data","research|credit_risk_research","delete_on_request|retention_5y","DS|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogImVtcGxveW1lbnQiLCAiZGF0YXNldF9pZCI6ICJEMF9HZXJtYW5SYXciLCAiZHR5cGUiOiAic3RyIiwgInByaXZhY3lfYW5ub3RhdGlvbl9zb3VyY2VzIjogWyJtYW51YWwiXSwgInByaXZhY3lfY2F0ZWdvcmllcyI6IFsiZW1wbG95bWVudF9zZW5zaXRpdmUiLCAic29jaW9fZWNvbm9taWMiLCAicGVyc29uYWxfZGF0YSJdLCAicHJpdmFjeV9jYXRlZ29yaWVzX2V4cGxpY2l0IjogWyJlbXBsb3ltZW50X3NlbnNpdGl2ZSIsICJzb2Npb19lY29ub21pYyJdLCAicHJpdmFjeV9lcmFzdXJlcyI6IFsiZGVsZXRlX29uX3JlcXVlc3QiLCAicmV0ZW50aW9uXzV5Il0sICJwcml2YWN5X3JvbGVzIjogWyJEUyIsICJBVSIsICJEUE8iXSwgInByaXZhY3lfdXNhZ2VzIjogWyJyZXNlYXJjaCIsICJjcmVkaXRfcmlza19yZXNlYXJjaCJdLCAicmVjb3JkX2lkIjogIjAiLCAidmFsdWUiOiAiQTc1In0="
"D0_GermanRaw::record::0::cell::installment_rate","DataCellArtifact","german","D0_GermanRaw::record::0::cell::installment_rate","DataCellArtifact","financial_sensitive|sensitive_personal_data","research|credit_risk_research","delete_on_request|retention_5y","DS|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogImluc3RhbGxtZW50X3JhdGUiLCAiZGF0YXNldF9pZCI6ICJEMF9HZXJtYW5SYXciLCAiZHR5cGUiOiAiaW50NjQiLCAicHJpdmFjeV9hbm5vdGF0aW9uX3NvdXJjZXMiOiBbIm1hbnVhbCJdLCAicHJpdmFjeV9jYXRlZ29yaWVzIjogWyJmaW5hbmNpYWxfc2Vuc2l0aXZlIiwgInNlbnNpdGl2ZV9wZXJzb25hbF9kYXRhIl0sICJwcml2YWN5X2NhdGVnb3JpZXNfZXhwbGljaXQiOiBbImZpbmFuY2lhbF9zZW5zaXRpdmUiXSwgInByaXZhY3lfZXJhc3VyZXMiOiBbImRlbGV0ZV9vbl9yZXF1ZXN0IiwgInJldGVudGlvbl81eSJdLCAicHJpdmFjeV9yb2xlcyI6IFsiRFMiLCAiQVUiLCAiRFBPIl0sICJwcml2YWN5X3VzYWdlcyI6IFsicmVzZWFyY2giLCAiY3JlZGl0X3Jpc2tfcmVzZWFyY2giXSwgInJlY29yZF9pZCI6ICIwIiwgInZhbHVlIjogNH0="
"D0_GermanRaw::record::0::cell::personal_status","DataCellArtifact","german","D0_GermanRaw::record::0::cell::personal_status","DataCellArtifact","demographic|gender|protected_attribute|quasi_identifier|personal_data|sensitive_personal_data","research|credit_risk_research","delete_on_request|retention_5y","DS|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogInBlcnNvbmFsX3N0YXR1cyIsICJkYXRhc2V0X2lkIjogIkQwX0dlcm1hblJhdyIsICJkdHlwZSI6ICJzdHIiLCAicHJpdmFjeV9hbm5vdGF0aW9uX3NvdXJjZXMiOiBbIm1hbnVhbCJdLCAicHJpdmFjeV9jYXRlZ29yaWVzIjogWyJkZW1vZ3JhcGhpYyIsICJnZW5kZXIiLCAicHJvdGVjdGVkX2F0dHJpYnV0ZSIsICJxdWFzaV9pZGVudGlmaWVyIiwgInBlcnNvbmFsX2RhdGEiLCAic2Vuc2l0aXZlX3BlcnNvbmFsX2RhdGEiXSwgInByaXZhY3lfY2F0ZWdvcmllc19leHBsaWNpdCI6IFsiZGVtb2dyYXBoaWMiLCAiZ2VuZGVyIiwgInByb3RlY3RlZF9hdHRyaWJ1dGUiLCAicXVhc2lfaWRlbnRpZmllciJdLCAicHJpdmFjeV9lcmFzdXJlcyI6IFsiZGVsZXRlX29uX3JlcXVlc3QiLCAicmV0ZW50aW9uXzV5Il0sICJwcml2YWN5X3JvbGVzIjogWyJEUyIsICJBVSIsICJEUE8iXSwgInByaXZhY3lfdXNhZ2VzIjogWyJyZXNlYXJjaCIsICJjcmVkaXRfcmlza19yZXNlYXJjaCJdLCAicmVjb3JkX2lkIjogIjAiLCAidmFsdWUiOiAiQTkzIn0="
"D0_GermanRaw::record::0::cell::other_debtors","DataCellArtifact","german","D0_GermanRaw::record::0::cell::other_debtors","DataCellArtifact","financial_sensitive|sensitive_personal_data","research|credit_risk_research","delete_on_request|retention_5y","DS|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogIm90aGVyX2RlYnRvcnMiLCAiZGF0YXNldF9pZCI6ICJEMF9HZXJtYW5SYXciLCAiZHR5cGUiOiAic3RyIiwgInByaXZhY3lfYW5ub3RhdGlvbl9zb3VyY2VzIjogWyJtYW51YWwiXSwgInByaXZhY3lfY2F0ZWdvcmllcyI6IFsiZmluYW5jaWFsX3NlbnNpdGl2ZSIsICJzZW5zaXRpdmVfcGVyc29uYWxfZGF0YSJdLCAicHJpdmFjeV9jYXRlZ29yaWVzX2V4cGxpY2l0IjogWyJmaW5hbmNpYWxfc2Vuc2l0aXZlIl0sICJwcml2YWN5X2VyYXN1cmVzIjogWyJkZWxldGVfb25fcmVxdWVzdCIsICJyZXRlbnRpb25fNXkiXSwgInByaXZhY3lfcm9sZXMiOiBbIkRTIiwgIkFVIiwgIkRQTyJdLCAicHJpdmFjeV91c2FnZXMiOiBbInJlc2VhcmNoIiwgImNyZWRpdF9yaXNrX3Jlc2VhcmNoIl0sICJyZWNvcmRfaWQiOiAiMCIsICJ2YWx1ZSI6ICJBMTAxIn0="
"D0_GermanRaw::record::0::cell::residence_since","DataCellArtifact","german","D0_GermanRaw::record::0::cell::residence_since","DataCellArtifact","quasi_identifier|personal_data","research|credit_risk_research","delete_on_request|retention_5y","DS|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogInJlc2lkZW5jZV9zaW5jZSIsICJkYXRhc2V0X2lkIjogIkQwX0dlcm1hblJhdyIsICJkdHlwZSI6ICJpbnQ2NCIsICJwcml2YWN5X2Fubm90YXRpb25fc291cmNlcyI6IFsibWFudWFsIl0sICJwcml2YWN5X2NhdGVnb3JpZXMiOiBbInF1YXNpX2lkZW50aWZpZXIiLCAicGVyc29uYWxfZGF0YSJdLCAicHJpdmFjeV9jYXRlZ29yaWVzX2V4cGxpY2l0IjogWyJxdWFzaV9pZGVudGlmaWVyIl0sICJwcml2YWN5X2VyYXN1cmVzIjogWyJkZWxldGVfb25fcmVxdWVzdCIsICJyZXRlbnRpb25fNXkiXSwgInByaXZhY3lfcm9sZXMiOiBbIkRTIiwgIkFVIiwgIkRQTyJdLCAicHJpdmFjeV91c2FnZXMiOiBbInJlc2VhcmNoIiwgImNyZWRpdF9yaXNrX3Jlc2VhcmNoIl0sICJyZWNvcmRfaWQiOiAiMCIsICJ2YWx1ZSI6IDR9"
"D0_GermanRaw::record::0::cell::property","DataCellArtifact","german","D0_GermanRaw::record::0::cell::property","DataCellArtifact","financial_sensitive|socio_economic|sensitive_personal_data","research|credit_risk_research","delete_on_request|retention_5y","DS|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogInByb3BlcnR5IiwgImRhdGFzZXRfaWQiOiAiRDBfR2VybWFuUmF3IiwgImR0eXBlIjogInN0ciIsICJwcml2YWN5X2Fubm90YXRpb25fc291cmNlcyI6IFsibWFudWFsIl0sICJwcml2YWN5X2NhdGVnb3JpZXMiOiBbImZpbmFuY2lhbF9zZW5zaXRpdmUiLCAic29jaW9fZWNvbm9taWMiLCAic2Vuc2l0aXZlX3BlcnNvbmFsX2RhdGEiXSwgInByaXZhY3lfY2F0ZWdvcmllc19leHBsaWNpdCI6IFsiZmluYW5jaWFsX3NlbnNpdGl2ZSIsICJzb2Npb19lY29ub21pYyJdLCAicHJpdmFjeV9lcmFzdXJlcyI6IFsiZGVsZXRlX29uX3JlcXVlc3QiLCAicmV0ZW50aW9uXzV5Il0sICJwcml2YWN5X3JvbGVzIjogWyJEUyIsICJBVSIsICJEUE8iXSwgInByaXZhY3lfdXNhZ2VzIjogWyJyZXNlYXJjaCIsICJjcmVkaXRfcmlza19yZXNlYXJjaCJdLCAicmVjb3JkX2lkIjogIjAiLCAidmFsdWUiOiAiQTEyMSJ9"
"D0_GermanRaw::record::0::cell::age","DataCellArtifact","german","D0_GermanRaw::record::0::cell::age","DataCellArtifact","quasi_identifier|personal_data","research|credit_risk_research","delete_on_request|retention_5y","DS|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogImFnZSIsICJkYXRhc2V0X2lkIjogIkQwX0dlcm1hblJhdyIsICJkdHlwZSI6ICJpbnQ2NCIsICJwcml2YWN5X2Fubm90YXRpb25fc291cmNlcyI6IFsibWFudWFsIl0sICJwcml2YWN5X2NhdGVnb3JpZXMiOiBbInF1YXNpX2lkZW50aWZpZXIiLCAicGVyc29uYWxfZGF0YSJdLCAicHJpdmFjeV9jYXRlZ29yaWVzX2V4cGxpY2l0IjogWyJxdWFzaV9pZGVudGlmaWVyIl0sICJwcml2YWN5X2VyYXN1cmVzIjogWyJkZWxldGVfb25fcmVxdWVzdCIsICJyZXRlbnRpb25fNXkiXSwgInByaXZhY3lfcm9sZXMiOiBbIkRTIiwgIkFVIiwgIkRQTyJdLCAicHJpdmFjeV91c2FnZXMiOiBbInJlc2VhcmNoIiwgImNyZWRpdF9yaXNrX3Jlc2VhcmNoIl0sICJyZWNvcmRfaWQiOiAiMCIsICJ2YWx1ZSI6IDY3fQ=="
"D0_GermanRaw::record::0::cell::other_inst","DataCellArtifact","german","D0_GermanRaw::record::0::cell::other_inst","DataCellArtifact","financial_sensitive|sensitive_personal_data","research|credit_risk_research","delete_on_request|retention_5y","DS|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogIm90aGVyX2luc3QiLCAiZGF0YXNldF9pZCI6ICJEMF9HZXJtYW5SYXciLCAiZHR5cGUiOiAic3RyIiwgInByaXZhY3lfYW5ub3RhdGlvbl9zb3VyY2VzIjogWyJtYW51YWwiXSwgInByaXZhY3lfY2F0ZWdvcmllcyI6IFsiZmluYW5jaWFsX3NlbnNpdGl2ZSIsICJzZW5zaXRpdmVfcGVyc29uYWxfZGF0YSJdLCAicHJpdmFjeV9jYXRlZ29yaWVzX2V4cGxpY2l0IjogWyJmaW5hbmNpYWxfc2Vuc2l0aXZlIl0sICJwcml2YWN5X2VyYXN1cmVzIjogWyJkZWxldGVfb25fcmVxdWVzdCIsICJyZXRlbnRpb25fNXkiXSwgInByaXZhY3lfcm9sZXMiOiBbIkRTIiwgIkFVIiwgIkRQTyJdLCAicHJpdmFjeV91c2FnZXMiOiBbInJlc2VhcmNoIiwgImNyZWRpdF9yaXNrX3Jlc2VhcmNoIl0sICJyZWNvcmRfaWQiOiAiMCIsICJ2YWx1ZSI6ICJBMTQzIn0="
"D0_GermanRaw::record::0::cell::housing","DataCellArtifact","german","D0_GermanRaw::record::0::cell::housing","DataCellArtifact","socio_economic|quasi_identifier|personal_data","research|credit_risk_research","delete_on_request|retention_5y","DS|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogImhvdXNpbmciLCAiZGF0YXNldF9pZCI6ICJEMF9HZXJtYW5SYXciLCAiZHR5cGUiOiAic3RyIiwgInByaXZhY3lfYW5ub3RhdGlvbl9zb3VyY2VzIjogWyJtYW51YWwiXSwgInByaXZhY3lfY2F0ZWdvcmllcyI6IFsic29jaW9fZWNvbm9taWMiLCAicXVhc2lfaWRlbnRpZmllciIsICJwZXJzb25hbF9kYXRhIl0sICJwcml2YWN5X2NhdGVnb3JpZXNfZXhwbGljaXQiOiBbInNvY2lvX2Vjb25vbWljIiwgInF1YXNpX2lkZW50aWZpZXIiXSwgInByaXZhY3lfZXJhc3VyZXMiOiBbImRlbGV0ZV9vbl9yZXF1ZXN0IiwgInJldGVudGlvbl81eSJdLCAicHJpdmFjeV9yb2xlcyI6IFsiRFMiLCAiQVUiLCAiRFBPIl0sICJwcml2YWN5X3VzYWdlcyI6IFsicmVzZWFyY2giLCAiY3JlZGl0X3Jpc2tfcmVzZWFyY2giXSwgInJlY29yZF9pZCI6ICIwIiwgInZhbHVlIjogIkExNTIifQ=="
"D0_GermanRaw::record::0::cell::existing_credits","DataCellArtifact","german","D0_GermanRaw::record::0::cell::existing_credits","DataCellArtifact","financial_sensitive|sensitive_personal_data","research|credit_risk_research","delete_on_request|retention_5y","DS|AU|DPO","eyJhcnRpZmFjdF9raW5kIjogIkRhdGFDZWxsQXJ0aWZhY3QiLCAiYXR0cmlidXRlIjogImV4aXN0aW5nX2NyZWRpdHMiLCAiZGF0YXNldF9pZCI6ICJEMF9HZXJtYW5SYXciLCAiZHR5cGUiOiAiaW50NjQiLCAicHJpdmFjeV9hbm5vdGF0aW9uX3NvdXJjZXMiOiBbIm1hbnVhbCJdLCAicHJpdmFjeV9jYXRlZ29yaWVzIjogWyJmaW5hbmNpYWxfc2Vuc2l0aXZlIiwgInNlbnNpdGl2ZV9wZXJzb25hbF9kYXRhIl0sICJwcml2YWN5X2NhdGVnb3JpZXNfZXhwbGljaXQiOiBbImZpbmFuY2lhbF9zZW5zaXRpdmUiXSwgInByaXZhY3lfZXJhc3VyZXMiOiBbImRlbGV0ZV9vbl9yZXF1ZXN0IiwgInJldGVudGlvbl81eSJdLCAicHJpdmFjeV9yb2xlcyI6IFsiRFMiLCAiQVUiLCAiRFBPIl0sICJwcml2YWN5X3VzYWdlcyI6IFsicmVzZWFyY2giLCAiY3JlZGl0X3Jpc2tfcmVzZWFyY2giXSwgInJlY29yZF9pZCI6ICIwIiwgInZhbHVlIjogMn0="
