"source","target","type","pipeline","props_b64"
"D0_COMPASRaw::record::1","D0_COMPASRaw::record::1::cell::age","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::1","D0_COMPASRaw::record::1::cell::c_charge_degree","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::1","D0_COMPASRaw::record::1::cell::race","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::1","D0_COMPASRaw::record::1::cell::sex","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::1","D0_COMPASRaw::record::1::cell::priors_count","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::1","D0_COMPASRaw::record::1::cell::days_b_screening_arrest","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::1","D0_COMPASRaw::record::1::cell::two_year_recid","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::1","D0_COMPASRaw::record::1::cell::c_jail_in","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::1","D0_COMPASRaw::record::1::cell::c_jail_out","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::1","D0_COMPASRaw::record::1::cell::irrelevant_col","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw","D0_COMPASRaw::record::2","containsDR","compas","eyJlbmRfbGFiZWwiOiAiRGF0YVJlY29yZEFydGlmYWN0IiwgInN0YXJ0X2xhYmVsIjogIkRhdGFzZXRBcnRpZmFjdCJ9"
"D0_COMPASRaw::record::2","D0_COMPASRaw::record::2::cell::age","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::2","D0_COMPASRaw::record::2::cell::c_charge_degree","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::2","D0_COMPASRaw::record::2::cell::race","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::2","D0_COMPASRaw::record::2::cell::sex","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::2","D0_COMPASRaw::record::2::cell::priors_count","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::2","D0_COMPASRaw::record::2::cell::days_b_screening_arrest","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::2","D0_COMPASRaw::record::2::cell::two_year_recid","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::2","D0_COMPASRaw::record::2::cell::c_jail_in","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::2","D0_COMPASRaw::record::2::cell::c_jail_out","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::2","D0_COMPASRaw::record::2::cell::irrelevant_col","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw","D0_COMPASRaw::record::3","containsDR","compas","eyJlbmRfbGFiZWwiOiAiRGF0YVJlY29yZEFydGlmYWN0IiwgInN0YXJ0X2xhYmVsIjogIkRhdGFzZXRBcnRpZmFjdCJ9"
"D0_COMPASRaw::record::3","D0_COMPASRaw::record::3::cell::age","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::3","D0_COMPASRaw::record::3::cell::c_charge_degree","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::3","D0_COMPASRaw::record::3::cell::race","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::3","D0_COMPASRaw::record::3::cell::sex","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::3","D0_COMPASRaw::record::3::cell::priors_count","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::3","D0_COMPASRaw::record::3::cell::days_b_screening_arrest","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::3","D0_COMPASRaw::record::3::cell::two_year_recid","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::3","D0_COMPASRaw::record::3::cell::c_jail_in","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::3","D0_COMPASRaw::record::3::cell::c_jail_out","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::3","D0_COMPASRaw::record::3::cell::irrelevant_col","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw","D0_COMPASRaw::record::4","containsDR","compas","eyJlbmRfbGFiZWwiOiAiRGF0YVJlY29yZEFydGlmYWN0IiwgInN0YXJ0X2xhYmVsIjogIkRhdGFzZXRBcnRpZmFjdCJ9"
"D0_COMPASRaw::record::4","D0_COMPASRaw::record::4::cell::age","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::4","D0_COMPASRaw::record::4::cell::c_charge_degree","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::4","D0_COMPASRaw::record::4::cell::race","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::4","D0_COMPASRaw::record::4::cell::sex","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::4","D0_COMPASRaw::record::4::cell::priors_count","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::4","D0_COMPASRaw::record::4::cell::days_b_screening_arrest","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::4","D0_COMPASRaw::record::4::cell::two_year_recid","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::4","D0_COMPASRaw::record::4::cell::c_jail_in","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::4","D0_COMPASRaw::record::4::cell::c_jail_out","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::4","D0_COMPASRaw::record::4::cell::irrelevant_col","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw","D0_COMPASRaw::record::5","containsDR","compas","eyJlbmRfbGFiZWwiOiAiRGF0YVJlY29yZEFydGlmYWN0IiwgInN0YXJ0X2xhYmVsIjogIkRhdGFzZXRBcnRpZmFjdCJ9"
"D0_COMPASRaw::record::5","D0_COMPASRaw::record::5::cell::age","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::5","D0_COMPASRaw::record::5::cell::c_charge_degree","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::5","D0_COMPASRaw::record::5::cell::race","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::5","D0_COMPASRaw::record::5::cell::sex","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::5","D0_COMPASRaw::record::5::cell::priors_count","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::5","D0_COMPASRaw::record::5::cell::days_b_screening_arrest","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::5","D0_COMPASRaw::record::5::cell::two_year_recid","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::5","D0_COMPASRaw::record::5::cell::c_jail_in","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::5","D0_COMPASRaw::record::5::cell::c_jail_out","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D0_COMPASRaw::record::5","D0_COMPASRaw::record::5::cell::irrelevant_col","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"run_fc7d525c22","run_fc7d525c22::001::B0_select_columns","contains","compas","eyJlbmRfbGFiZWwiOiAiU3RlcFJ1biIsICJzdGFydF9sYWJlbCI6ICJQaXBlbGluZVJ1biJ9"
"run_fc7d525c22::001::B0_select_columns","B0_select_columns","executes","compas","eyJlbmRfbGFiZWwiOiAiU3RlcCIsICJzdGFydF9sYWJlbCI6ICJTdGVwUnVuIn0="
"run_fc7d525c22::001::B0_select_columns","D0_COMPASRaw","used","compas","eyJlbmRfbGFiZWwiOiAiRGF0YXNldEFydGlmYWN0IiwgInN0YXJ0X2xhYmVsIjogIlN0ZXBSdW4ifQ=="
"D1_COMPASSelected","D1_COMPASSelected::record::0","containsDR","compas","eyJlbmRfbGFiZWwiOiAiRGF0YVJlY29yZEFydGlmYWN0IiwgInN0YXJ0X2xhYmVsIjogIkRhdGFzZXRBcnRpZmFjdCJ9"
"D1_COMPASSelected::record::0","D1_COMPASSelected::record::0::cell::age","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::0","D1_COMPASSelected::record::0::cell::c_charge_degree","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::0","D1_COMPASSelected::record::0::cell::race","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::0","D1_COMPASSelected::record::0::cell::sex","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::0","D1_COMPASSelected::record::0::cell::priors_count","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::0","D1_COMPASSelected::record::0::cell::days_b_screening_arrest","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::0","D1_COMPASSelected::record::0::cell::two_year_recid","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::0","D1_COMPASSelected::record::0::cell::c_jail_in","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::0","D1_COMPASSelected::record::0::cell::c_jail_out","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected","D1_COMPASSelected::record::1","containsDR","compas","eyJlbmRfbGFiZWwiOiAiRGF0YVJlY29yZEFydGlmYWN0IiwgInN0YXJ0X2xhYmVsIjogIkRhdGFzZXRBcnRpZmFjdCJ9"
"D1_COMPASSelected::record::1","D1_COMPASSelected::record::1::cell::age","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::1","D1_COMPASSelected::record::1::cell::c_charge_degree","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::1","D1_COMPASSelected::record::1::cell::race","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::1","D1_COMPASSelected::record::1::cell::sex","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::1","D1_COMPASSelected::record::1::cell::priors_count","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::1","D1_COMPASSelected::record::1::cell::days_b_screening_arrest","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::1","D1_COMPASSelected::record::1::cell::two_year_recid","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::1","D1_COMPASSelected::record::1::cell::c_jail_in","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::1","D1_COMPASSelected::record::1::cell::c_jail_out","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected","D1_COMPASSelected::record::2","containsDR","compas","eyJlbmRfbGFiZWwiOiAiRGF0YVJlY29yZEFydGlmYWN0IiwgInN0YXJ0X2xhYmVsIjogIkRhdGFzZXRBcnRpZmFjdCJ9"
"D1_COMPASSelected::record::2","D1_COMPASSelected::record::2::cell::age","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::2","D1_COMPASSelected::record::2::cell::c_charge_degree","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::2","D1_COMPASSelected::record::2::cell::race","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::2","D1_COMPASSelected::record::2::cell::sex","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::2","D1_COMPASSelected::record::2::cell::priors_count","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::2","D1_COMPASSelected::record::2::cell::days_b_screening_arrest","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::2","D1_COMPASSelected::record::2::cell::two_year_recid","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
"D1_COMPASSelected::record::2","D1_COMPASSelected::record::2::cell::c_jail_in","containsRC","compas","eyJlbmRfbGFiZWwiOiAiRGF0YUNlbGxBcnRpZmFjdCIsICJzdGFydF9sYWJlbCI6ICJEYXRhUmVjb3JkQXJ0aWZhY3QifQ=="
